"Date","Price","Open","High","Low","Vol.","Change %"
"07/19/2021","4,095.90","4,095.90","4,095.90","4,095.90","","-2.09%"
"07/16/2021","4,183.50","4,183.50","4,183.50","4,183.50","","-0.28%"
"07/15/2021","4,195.30","4,195.30","4,195.30","4,195.30","","1.16%"
"07/14/2021","4,147.10","4,147.10","4,147.10","4,147.10","","-0.59%"
"07/13/2021","4,171.80","4,171.80","4,171.80","4,171.80","","0.42%"
"07/12/2021","4,154.40","4,154.40","4,154.40","4,154.40","","-0.78%"
"07/09/2021","4,187.00","4,187.00","4,187.00","4,187.00","","1.98%"
"07/08/2021","4,105.90","4,105.90","4,105.90","4,105.90","","-1.31%"
"07/07/2021","4,160.40","4,160.40","4,160.40","4,160.40","","0.76%"
"07/06/2021","4,129.10","4,129.10","4,129.10","4,129.10","","-1.56%"
"07/05/2021","4,194.60","4,194.60","4,194.60","4,194.60","","0.75%"
"07/02/2021","4,163.30","4,163.30","4,163.30","4,163.30","","0.94%"
"07/01/2021","4,124.70","4,124.70","4,124.70","4,124.70","","-0.65%"
"06/30/2021","4,151.50","4,151.50","4,151.50","4,151.50","","-0.13%"
"06/29/2021","4,156.80","4,156.80","4,156.80","4,156.80","","0.56%"
"06/28/2021","4,133.60","4,133.60","4,133.60","4,133.60","","-0.08%"
"06/25/2021","4,137.00","4,137.00","4,137.00","4,137.00","","0.41%"
"06/24/2021","4,120.10","4,120.10","4,120.10","4,120.10","","-0.03%"
"06/23/2021","4,121.40","4,121.40","4,121.40","4,121.40","","1.41%"
"06/22/2021","4,063.90","4,063.90","4,063.90","4,063.90","","1.20%"
"06/21/2021","4,015.70","4,015.70","4,015.70","4,015.70","","0.57%"
"06/18/2021","3,993.00","3,993.00","3,993.00","3,993.00","","-1.49%"
"06/17/2021","4,053.40","4,053.40","4,053.40","4,053.40","","-3.30%"
"06/16/2021","4,191.60","4,191.60","4,191.60","4,191.60","","0.55%"
"06/15/2021","4,168.50","4,168.50","4,168.50","4,168.50","","-2.85%"
"06/14/2021","4,290.60","4,290.60","4,290.60","4,290.60","","0.16%"
"06/11/2021","4,283.90","4,283.90","4,283.90","4,283.90","","0.79%"
"06/10/2021","4,250.30","4,250.30","4,250.30","4,250.30","","-0.48%"
"06/09/2021","4,270.70","4,270.70","4,270.70","4,270.70","","0.22%"
"06/08/2021","4,261.30","4,261.30","4,261.30","4,261.30","","0.89%"
"06/07/2021","4,223.60","4,223.60","4,223.60","4,223.60","","-0.78%"
"06/04/2021","4,256.70","4,256.70","4,256.70","4,256.70","","1.66%"
"06/03/2021","4,187.10","4,187.10","4,187.10","4,187.10","","-2.99%"
"06/02/2021","4,316.30","4,316.30","4,316.30","4,316.30","","-0.63%"
"06/01/2021","4,343.50","4,343.50","4,343.50","4,343.50","","-0.14%"
"05/28/2021","4,349.60","4,349.60","4,349.60","4,349.60","","0.49%"
"05/27/2021","4,328.50","4,328.50","4,328.50","4,328.50","","2.66%"
"05/26/2021","4,216.20","4,216.20","4,216.20","4,216.20","","0.60%"
"05/25/2021","4,191.10","4,191.10","4,191.10","4,191.10","","-0.22%"
"05/24/2021","4,200.20","4,200.20","4,200.20","4,200.20","","0.41%"
"05/21/2021","4,182.90","4,182.90","4,182.90","4,182.90","","-1.36%"
"05/20/2021","4,240.50","4,240.50","4,240.50","4,240.50","","0.27%"
"05/19/2021","4,229.20","4,229.20","4,229.20","4,229.20","","-3.45%"
"05/18/2021","4,380.40","4,380.40","4,380.40","4,380.40","","0.36%"
"05/17/2021","4,364.60","4,364.60","4,364.60","4,364.60","","1.52%"
"05/14/2021","4,299.40","4,299.40","4,299.40","4,299.40","","-0.30%"
"05/13/2021","4,312.40","4,312.40","4,312.40","4,312.40","","-1.30%"
"05/12/2021","4,369.10","4,369.10","4,369.10","4,369.10","","-0.75%"
"05/11/2021","4,402.20","4,402.20","4,402.20","4,402.20","","0.55%"
"05/10/2021","4,378.30","4,378.30","4,378.30","4,378.30","","-0.49%"
"05/07/2021","4,399.90","4,399.90","4,399.90","4,399.90","","2.38%"
"05/06/2021","4,297.60","4,297.60","4,297.60","4,297.60","","1.43%"
"05/05/2021","4,237.10","4,237.10","4,237.10","4,237.10","","0.11%"
"05/04/2021","4,232.50","4,232.50","4,232.50","4,232.50","","1.30%"
"04/30/2021","4,178.10","4,178.10","4,178.10","4,178.10","","-0.21%"
"04/29/2021","4,186.90","4,186.90","4,186.90","4,186.90","","0.10%"
"04/28/2021","4,182.60","4,182.60","4,182.60","4,182.60","","0.70%"
"04/27/2021","4,153.50","4,153.50","4,153.50","4,153.50","","0.71%"
"04/26/2021","4,124.10","4,124.10","4,124.10","4,124.10","","1.88%"
"04/23/2021","4,048.10","4,048.10","4,048.10","4,048.10","","1.15%"
"04/22/2021","4,001.90","4,001.90","4,001.90","4,001.90","","-0.25%"
"04/21/2021","4,012.00","4,012.00","4,012.00","4,012.00","","1.33%"
"04/20/2021","3,959.50","3,959.50","3,959.50","3,959.50","","-0.65%"
"04/19/2021","3,985.40","3,985.40","3,985.40","3,985.40","","1.06%"
"04/16/2021","3,943.60","3,943.60","3,943.60","3,943.60","","-0.58%"
"04/15/2021","3,966.50","3,966.50","3,966.50","3,966.50","","1.61%"
"04/14/2021","3,903.80","3,903.80","3,903.80","3,903.80","","1.72%"
"04/13/2021","3,837.90","3,837.90","3,837.90","3,837.90","","0.67%"
"04/12/2021","3,812.40","3,812.40","3,812.40","3,812.40","","-0.96%"
"04/09/2021","3,849.40","3,849.40","3,849.40","3,849.40","","-0.86%"
"04/08/2021","3,882.90","3,882.90","3,882.90","3,882.90","","0.87%"
"04/07/2021","3,849.50","3,849.50","3,849.50","3,849.50","","-0.89%"
